,AKDCM1 Index,AKDCM2 Index,AKDCM3 Index,AKDCM4 Index,AKDCM5 Index,AKDCM6 Index,CL1 Comdty,CL2 Comdty,CL3 Comdty,CL4 Comdty,CL5 Comdty,CL6 Comdty,CO1 Comdty,CO2 Comdty,CO3 Comdty,CO4 Comdty,CO5 Comdty,CO6 Comdty,DJISM1 Index,DJISM2 Index,DJISM3 Index,DJISM4 Index,DJISM5 Index,DJISM6 Index,FEJSM1 Index,FEJSM2 Index,FEJSM3 Index,FEJSM4 Index,FEJSM5 Index,FEJSM6 Index,FGJSM1 Index,FGJSM2 Index,FGJSM3 Index,FGJSM4 Index,FGJSM5 Index,FGJSM6 Index,FJMNM1 Index,FJMNM2 Index,FJMNM3 Index,FJMNM4 Index,FJMNM5 Index,FJMNM6 Index,FJSBM1 Index,FJSBM2 Index,FJSBM3 Index,FJSBM4 Index,FJSBM5 Index,FJSBM6 Index,FLJSM1 Index,FLJSM2 Index,FLJSM3 Index,FLJSM4 Index,FLJSM5 Index,FLJSM6 Index,FNJSM1 Index,FNJSM2 Index,FNJSM3 Index,FNJSM4 Index,FNJSM5 Index,FNJSM6 Index,FSEJM1 Index,FSEJM2 Index,FSEJM3 Index,FSEJM4 Index,FSEJM5 Index,FSEJM6 Index,FSGJM1 Index,FSGJM2 Index,FSGJM3 Index,FSGJM4 Index,FSGJM5 Index,FSGJM6 Index,FSLJM1 Index,FSLJM2 Index,FSLJM3 Index,FSLJM4 Index,FSLJM5 Index,FSLJM6 Index,FSNJM1 Index,FSNJM2 Index,FSNJM3 Index,FSNJM4 Index,FSNJM5 Index,FSNJM6 Index,FSSKM1 Index,FSSKM2 Index,FSSKM3 Index,FSSKM4 Index,FSSKM5 Index,FSSKM6 Index,FSWJM1 Index,FSWJM2 Index,FSWJM3 Index,FSWJM4 Index,FSWJM5 Index,FSWJM6 Index,FWJSM1 Index,FWJSM2 Index,FWJSM3 Index,FWJSM4 Index,FWJSM5 Index,FWJSM6 Index,HO1 Comdty,HO2 Comdty,HO3 Comdty,HO4 Comdty,HO5 Comdty,HO6 Comdty,QS1 Comdty,QS2 Comdty,QS3 Comdty,QS4 Comdty,QS5 Comdty,QS6 Comdty,REJSM1 Index,REJSM2 Index,REJSM3 Index,REJSM4 Index,REJSM5 Index,REJSM6 Index,RSQSM1 Index,RSQSM2 Index,RSQSM3 Index,RSQSM4 Index,RSQSM5 Index,RSQSM6 Index
8/12/2011,,,,,,,82.92,83.27,83.71,84.14,84.59,85.02,105.81,105.7,105.67,105.63,105.59,105.53,,,,,,,66.14,72.04,75.87,75.87,75.87,75.87,5.79,4.55,2.3,1.85,3.45,4.45,,,,,,,,,,,,,3.68,4.68,3.2,3.22,6.17,6.15,7.87,6.63,4.38,3.93,5.53,6.53,962.93,966.68,969.07,969.12,969.48,969.53,291.38,291.23,290.02,290.68,292.23,292.32,289.28,291.36,290.92,292.05,294.95,294.02,293.46,293.31,292.1,292.76,294.3,294.4,121.42,121.74,121.93,122.17,122.07,122.07,981.39,985.13,987.53,987.58,992.64,992.69,84.6,90.5,94.33,94.33,99.03,99.03,284.69,285.59,286.68,287.72,288.83,288.78,895.7,897.75,895.45,893.45,892.75,893.35,,,,,,,,,,,,
8/19/2011,,,,,,,85.35,85.53,85.86,86.24,86.6,86.98,109.12,108.85,108.62,108.43,108.26,108.08,,,,,,,67.22,71.62,76.2,76.2,76.2,76.2,5.85,5,2.75,2,3.75,4.75,,,,,,,,,,,,,2.91,5.32,3.94,3.96,7.19,7.17,9.98,9.13,6.88,6.13,7.88,8.88,988.08,989.69,992.31,991.96,991.81,991.06,299.12,299.33,298.05,298.31,299.97,300.01,296.18,299.65,299.24,300.27,303.41,302.43,303.25,303.46,302.18,302.44,304.1,304.14,124.41,124.8,125.11,125.36,125.41,125.31,1006.46,1008.07,1010.69,1010.34,1014.77,1014.01,85.6,90,94.58,94.58,99.15,99.15,292.35,293.27,294.33,295.3,296.31,296.22,923.25,919.9,917.15,915.6,915.85,915.5,,,,,,,,,,,,
8/26/2011,,,,,,,85.08,85.41,85.76,86.16,86.58,87.02,109.96,109.48,109.23,109.03,108.86,108.72,,,,,,,59.42,65.52,72.32,73.12,73.12,73.12,6.39,5.3,3.05,2.3,3.8,4.8,,,,,,,,,,,,,5.34,7.6,4.41,4.43,7.71,7.69,10.1,9.01,6.76,6.01,7.51,8.51,991.46,992.77,995.81,994.69,993.41,992.11,303.31,302.9,301.28,301.25,302.43,302.34,302.26,305.2,302.64,303.38,306.35,305.22,307.02,306.61,304.99,304.96,306.15,306.05,125.75,125.37,125.66,125.84,125.93,125.76,1009.73,1011.05,1014.08,1012.97,1017.59,1016.28,77.7,83.8,90.6,91.4,97.3,97.3,296.19,296.92,297.6,298.23,298.95,298.63,936,930.45,925.65,922.4,921.15,919.85,,,,,,,,,,,,
9/2/2011,,,,,,,88.07,88.38,88.74,89.06,89.36,89.65,113.47,112.7,112.22,111.89,111.62,111.39,,,,,,,57.49,63.69,69.64,72.24,72.24,72.24,6.22,4.57,2.96,2.91,4.21,5.22,,,,,,,,,,,,,8.16,7.9,5.35,6.77,8.87,8.82,8.46,6.81,5.2,5.15,6.46,7.46,1019.59,1022.08,1024.84,1025.2,1023.18,1021.11,311.01,310.1,309.24,309.43,309.89,309.11,312.95,313.43,311.63,313.3,314.55,312.71,313.26,312.34,311.48,311.68,312.14,311.35,128.74,129.2,129.58,129.73,129.29,129.02,1037.8,1040.28,1043.05,1045.45,1046.03,1043.97,75.7,81.9,87.85,92.5,95.1,95.1,304.14,304.9,305.63,306.37,306.62,305.78,965.7,961.95,958.15,954.75,952.95,951.05,,,,,,,,,,,,
9/9/2011,,,,,,,87.91,88.13,88.43,88.71,88.97,89.21,113.22,112,111.27,110.82,110.48,110.22,,,,,,,58.07,63.23,67.22,67.23,67.24,67.24,4.97,2.68,2.19,2.23,3.82,6.01,,,,,,,,,,,,,8.04,4.97,4.99,8.65,8.62,8.55,4.95,2.66,2.17,2.21,3.8,6,1004.58,1006.93,1008.84,1007.05,1005.1,1003.01,307.11,305.64,306.03,305.66,305.94,305.7,310.19,307.93,308.84,312.08,310.74,308.23,307.09,305.63,306.01,305.64,305.92,305.68,127.25,127.58,127.66,127.66,126.79,126.51,1022.68,1023.82,1025.99,1031.24,1030.65,1028.56,76.16,80.12,84.37,91.42,92.79,92.79,302.9,303.79,304.61,305.5,305.09,303.78,949.3,948.35,945.6,942.75,941.05,939.2,,,,,,,,,,,,
9/16/2011,,,,,,,88.93,89.07,89.25,89.46,89.65,89.85,112.82,110.59,109.61,109.05,108.67,108.39,,,,,,,56.28,61.31,65.51,65.51,65.51,65.51,4,1.5,1,1.5,3.25,5.75,,,,,,,,,,,,,7.24,3.86,3.89,6.8,6.77,6.72,4,1.5,1,1.5,3.25,5.75,990.67,992.17,993.62,991.26,988.62,985.9,302.1,300.34,300.62,300.8,301.4,301.49,305.34,302.7,303.5,306.1,304.92,302.46,302.1,300.34,300.62,300.8,301.4,301.49,125.31,125.56,125.54,125.63,124.46,124.1,1008.86,1010.37,1011.82,1017.88,1015.24,1012.52,74.48,79.5,83.7,92.13,92.13,92.13,297.24,298.1,298.84,299.62,299.3,298.15,937.8,933.75,930.15,927.65,925.35,922.7,,,,,,,,,,,,
9/23/2011,,,,,,,83.77,83.96,84.21,84.47,84.74,85.01,107.9,106.54,105.76,105.28,104.94,104.71,,,,,,,53.41,58.31,63.06,63.06,63.06,63.06,4,1.5,1,1.5,3.25,5.75,,,,,,,,,,,,,5.93,4.3,4.32,6.23,6.2,6.14,4,1.5,1,1.5,3.25,5.75,974.27,974.56,975.21,971.49,967.99,964.68,294.69,292.89,293.03,293.03,293.41,293.21,296.63,295.69,296.35,297.76,296.36,293.6,294.69,292.89,293.03,293.03,293.41,293.21,122.73,123,123.44,123.18,121.97,121.52,992.47,992.75,993.4,999.53,996.03,992.72,71.6,76.5,81.25,91.1,91.1,91.1,289.7,290.69,291.39,292.03,291.53,290.16,923.7,919.45,914.65,910.9,907.2,903.8,,,,,,,,,,,,
9/30/2011,,,,,,,81.45,81.66,81.88,82.1,82.33,82.57,104.32,102.82,102.09,101.57,101.18,100.94,,,,,,,64.02,66.72,71.12,71.12,71.12,71.12,5.48,4.15,3.55,3.53,4.45,6.3,,,,,,,,,,,,,9.94,8.5,7.47,8.92,8.86,8.77,5.48,4.15,3.55,3.53,4.45,6.3,958.48,955.63,954.63,949.67,945.08,941.23,287.91,286.83,286.39,285.26,284.32,283.17,292.37,291.17,290.31,290.64,288.73,285.63,287.91,286.83,286.39,285.26,284.32,283.17,119.91,120.01,119.93,119.68,118.15,117.63,976.77,973.92,972.92,972.88,968.29,964.44,82.3,85,89.4,94.33,94.33,94.33,281.99,282.43,282.67,282.84,281.72,279.87,897.3,893.05,886.85,881.85,876.9,872.5,,,,,,,,,,,,
10/7/2011,,,,,,,79.71,79.9,80.05,80.22,80.39,80.56,103.17,101.41,100.31,99.58,99.02,98.67,,,,,,,72.19,74.51,74.51,74.51,74.51,74.51,5,4.43,3.56,4.95,6.53,7.93,,,,,,,,,,,,,6.46,3.51,5.12,5.08,5.02,5.02,5.63,5.05,4.18,5.58,7.15,8.55,939.02,934.53,928.16,922.63,918.22,914.72,283.88,282.59,280.08,279.35,277.55,275.64,285.34,281.68,281.65,279.48,276.05,272.74,284.51,283.22,280.71,279.98,278.18,276.27,117.96,117.39,116.9,116.22,115.74,115.27,957.4,952.9,947.98,942.45,938.04,934.64,90.57,92.89,94.33,94.33,94.33,94.43,279.46,278.88,278.17,276.52,274.4,271.03,876.4,871.8,864.35,857.85,851.55,846.4,,,,,,,,,,,,
10/14/2011,,,,,,,85.56,85.77,85.9,86.07,86.21,86.27,111.37,109.02,107.44,106.41,105.61,105.05,,,,,,,61.14,64.72,64.72,64.72,64.72,64.72,2.2,1.84,2.79,4.33,5.82,7.27,,,,,,,,,,,,,4.35,1.4,3.04,3.01,2.97,2.97,7.16,6.81,7.76,9.29,10.78,12.24,976.66,972.32,965.45,959.45,954.19,949.89,297.11,295.87,295.14,294.39,292,289.67,299.26,295.42,295.38,293.07,289.15,285.37,302.07,300.83,300.11,299.35,296.96,294.63,122.54,122.36,122.04,121.58,121.19,120.61,996.01,991.66,989.91,983.91,978.66,977.03,80.49,84.06,89.18,89.18,89.18,91.86,295.4,294.83,293.94,292.26,289.98,286.11,924.25,917.1,909,902.1,895.95,890.55,,,,,,,,,,,,
10/21/2011,,,,,,,86.71,87,87.14,87.3,87.44,87.53,109.8,108.54,107.64,106.84,106.25,105.77,,,,,,,62.63,66.96,66.96,66.96,66.96,66.96,0.35,0.75,2.3,3.75,5.33,7.78,,,,,,,,,,,,,2.98,0.04,1.67,1.65,1.63,1.63,5.93,6.33,7.88,9.33,10.9,13.35,1000.57,996.62,989.97,983.76,977.75,972.5,301.55,300.86,300.63,299.5,296.86,295.17,304.17,300.15,299.99,297.4,293.16,289.03,307.13,306.44,306.21,305.07,302.43,300.75,125.56,125.22,124.71,124.37,123.88,123.16,1020.3,1016.36,1014.34,1008.47,1002.46,999.51,82.37,86.69,91.32,91.67,91.67,93.97,301.4,301.2,300.11,298.33,295.74,291.53,944.8,934.5,927.25,920.9,914.75,908.95,,,,,,,,,,,,
10/28/2011,,,,,,,92.38,92.26,92.14,92,91.86,91.72,110.65,109.63,108.92,108.23,107.71,107.27,,,,,,,64.52,69.21,69.21,69.21,69.21,69.21,-0.32,0.07,1.98,3.44,4.87,7.63,,,,,,,,,,,,,3.61,0.83,2.46,2.44,2.41,2.4,5.47,5.86,7.76,9.22,10.65,13.41,1016.22,1012.54,1006.14,1000.08,993.93,988.47,305.42,304.89,305.23,304.16,301.63,300.48,309.36,305.65,305.72,303.16,299.16,295.25,311.21,310.68,311.02,309.94,307.41,306.26,127.63,127.25,126.76,126.21,125.83,125.15,1035.96,1032.28,1028.72,1023.35,1017.21,1013.37,84.26,88.95,91.79,92.48,92.48,94.11,305.56,305.93,305,303.44,300.92,296.95,959.1,948,941,934.9,928.85,922.8,,,,,,,,,,,,
11/4/2011,,,,,,,93.24,93.12,92.99,92.89,92.78,92.67,110.25,109.15,108.42,107.77,107.32,106.95,,,,,,,65.43,66.35,66.35,66.35,66.35,66.35,-0.63,0.5,2.4,4.2,6.7,7.78,,,,,,,,,,,,,5.74,6.58,6.86,6.79,6.77,6.77,4.55,5.68,7.58,9.38,11.88,12.95,1006,1000.6,995.08,989.63,984.74,981.36,303.34,303.36,303.49,302.04,300.99,299.76,309.71,309.44,307.95,304.63,301.06,298.75,308.52,308.54,308.67,307.22,306.17,304.93,126.45,126.05,125.61,125.1,124.64,124.28,1025.57,1021.63,1017.93,1012.66,1009.29,1006.21,85.01,87.38,89.2,89.38,90.89,91.2,303.81,303.97,302.86,301.09,297.84,294.29,955.25,943.15,937,931.35,925.9,920.4,,,,,,,,,,,,
11/11/2011,,,,,,,96.97,96.87,96.78,96.7,96.6,96.49,113.95,112.76,112.04,111.42,110.95,110.57,,,,,,,66.56,66.56,66.56,66.56,66.56,66.56,-0.78,0.25,2.28,3.85,6.88,7.58,,,,,,,,,,,,,0.5,3.98,3.96,3.92,9.96,9.9,3.92,4.95,6.98,8.55,11.58,12.28,1043.33,1035.86,1029.24,1023.5,1018.92,1016,312.27,312.04,312.27,310.62,310.39,309.15,313.55,315.77,313.96,310.69,313.47,311.47,316.97,316.74,316.97,315.32,315.09,313.85,130.98,130.59,130.14,129.67,129.05,128.6,1062.37,1056.55,1052.31,1046.56,1043.52,1040.6,85.6,87.25,89.63,89.63,91.16,91.16,313.14,313.05,311.79,309.99,306.77,303.51,995.15,980.05,972.25,965.5,959.35,954.25,,,,,,,,,,,,
11/18/2011,,,,,,,99.27,99.37,99.3,99.25,99.16,99.02,110.39,110.09,109.71,109.36,109.04,108.72,,,,,,,57.57,57.57,57.57,57.57,57.57,57.57,-1.74,-0.98,0.93,2.68,6.2,6.9,,,,,,,,,,,,,1.23,5.1,5.07,5.02,11.05,11,2.27,3.03,4.93,6.68,10.21,10.91,1037.49,1029.06,1022.25,1016.68,1012.54,1010.39,310.43,310.33,310.59,309.47,310.13,309.22,313.4,316.4,314.73,311.82,314.98,313.31,314.43,314.33,314.59,313.47,314.14,313.22,130.25,130.01,129.66,129.3,128.8,128.43,1056.41,1052.25,1049.65,1044.07,1043.72,1041.57,76.49,80.77,84.97,84.97,88.75,88.75,311.68,312.17,311.31,309.66,306.79,303.93,986.65,976.55,968.95,962.55,957.5,953.6,,,,,,,,,,,,
11/25/2011,,,,,,,96.97,97.11,97.25,97.33,97.34,97.26,107.42,107.01,106.61,106.32,106.07,105.81,,,,,,,52.76,52.76,52.75,52.74,52.73,52.73,-1.91,-1.1,0.88,2.74,6.04,6.79,,,,,,,,,,,,,6.61,8.08,8.06,8,14.02,13.97,2.29,3.1,5.08,6.93,10.23,10.98,994.31,987.51,982.33,978.15,975.18,973.85,297.07,298.18,299.51,299.15,300.11,299.65,305.58,307.36,306.69,304.42,308.09,306.83,301.26,302.38,303.71,303.35,304.3,303.85,125.49,125.33,125.08,124.8,124.49,124.24,1013.6,1010.94,1010.28,1007.63,1008.17,1007.29,72.05,76.19,80.69,82.23,85.73,86.16,297.88,299.07,299.39,298.73,296.51,294.18,947.15,938.75,932.75,928,924.2,921.5,,,,,,,,,,,,
12/2/2011,,,,,,,99.9,100.02,100.12,100.13,100.03,99.8,109.85,109.25,108.69,108.28,107.9,107.53,,,,,,,41.74,41.74,41.74,41.74,41.74,41.74,-1.52,-0.42,1.68,3.8,5.85,6.53,,,,,,,,,,,,,4.31,5.6,5.59,7.9,11.45,11.4,4.32,5.42,7.52,9.64,11.69,12.37,988.57,982.64,977.87,973.5,970.09,968.25,298.93,300.28,301.36,301.26,301.17,300.78,304.77,306.3,305.27,305.35,306.77,305.65,304.77,306.12,307.2,307.1,307.01,306.62,125.76,125.74,125.47,125.19,124.86,124.67,1011.62,1013.11,1013.32,1012.51,1012.08,1010.24,64.78,72.21,77.19,80.75,83.73,83.73,299.44,300.45,300.69,299.68,297.46,295.32,954.9,946.05,940.55,935.9,931.55,927.85,,,,,,,,,,,,
12/9/2011,,,,,,,100.1,100.28,100.45,100.58,100.6,100.46,109.38,109.15,108.86,108.64,108.37,108.07,,,,,,,42.77,42.77,42.77,42.77,42.77,42.77,-0.13,1.1,2.83,5.1,5.88,6.28,,,,,,,,,,,,,3.74,4.88,4.87,9.53,9.5,9.51,7.67,8.9,10.62,12.9,13.67,14.07,983.72,980.28,977.5,975.22,973.84,974,297.67,299.27,300.03,301.06,300.96,301.52,301.53,303.05,302.07,305.48,304.58,304.75,305.47,307.06,307.83,308.85,308.75,309.32,125.87,125.87,125.75,125.62,125.52,125.5,1010.95,1013.24,1016,1017.29,1015.91,1016.07,70,75.73,81.28,84.83,84.83,84.83,296.78,297.8,298.16,297.21,295.96,295.08,952.05,943.35,939.75,936.4,933.95,931.65,,,,,,,,,,,,
12/16/2011,,,,,,,96.05,96.25,96.46,96.68,96.8,96.77,106.04,105.37,105.07,104.87,104.67,104.46,,,,,,,42.82,42.82,42.82,42.82,42.82,42.82,0.57,1.85,3.83,5.9,6.25,6.6,,,,,,,,,,,,,4.75,7.31,8.49,11.56,11.53,11.54,10.53,11.81,13.78,15.86,16.21,16.56,951.4,948.65,946.4,944.79,944.03,944.78,287.11,288.7,289.98,291.09,290.68,291.35,291.29,294.16,294.64,296.75,295.95,296.29,297.07,298.66,299.93,301.05,300.63,301.3,122.05,122.18,122.08,121.93,121.8,121.87,979.42,983.07,987.22,988.31,987.54,988.3,70.83,77.24,83.64,86.33,86.33,86.33,285.56,286.53,286.85,286.15,285.19,284.42,912.35,908.25,905.5,903.3,901.65,901.1,,,,,,,,,,,,
12/23/2011,,,,,,,97.8,97.93,98.11,98.22,98.2,98.04,106.79,106.08,105.65,105.37,105.09,104.79,,,,,,,41.23,41.23,41.23,41.23,41.23,41.23,1.78,2.88,4.5,5.95,6.43,6.9,,,,,,,,,,,,,4.89,7.23,10.19,12.91,12.84,12.83,13.31,14.41,16.03,17.48,17.96,18.43,946.15,942.83,939.43,936.33,933.7,933.01,289.42,290.44,290.59,290.24,289.22,289.57,292.53,294.79,296.28,297.19,295.64,295.51,300.95,301.97,302.13,301.77,300.75,301.11,121.41,121.58,121.45,121.19,120.97,120.8,973.87,977.94,981.07,981.75,979.11,978.43,68.95,76.34,82.87,86.65,86.65,86.65,286.74,287.64,287.56,286.09,284.28,282.8,906.95,903.9,900.45,897.15,894,891.75,,,,,,,,,,,,
12/30/2011,,,,,,,99.79,99.95,100.13,100.25,100.22,100.05,108.05,107.5,107.17,106.9,106.57,106.23,,,,,,,36.01,36.01,36.01,36.02,36.01,36.02,1.79,3.09,4.58,5.8,6.17,6.55,,,,,,,,,,,,,4.97,6.88,9.46,12.77,12.69,12.67,13.15,14.45,15.94,17.15,17.52,17.9,953.73,949.08,944.43,940.68,937.61,936.47,292.59,293.71,293.64,292.86,291.62,291.61,295.76,297.5,298.53,299.83,298.15,297.74,303.94,305.07,305,304.22,302.98,302.97,121.97,122.29,122.34,122.15,121.95,121.75,983.49,986.41,989.22,990.33,987.87,986.74,65.77,73.34,80.8,85.67,86.27,86.29,291.36,291.29,291.07,289.53,287.52,285.93,922.06,917.56,912.56,908,904.38,901.75,,,,,,,,,,,,
1/6/2012,,,,,,,102.39,102.58,102.79,102.98,103.04,102.96,112.91,112.5,112.17,111.83,111.42,111.01,,,,,,,,,,,,,3.49,4.72,5.55,6,6.45,6.85,,,,,,,,,,,,,6.16,8.17,11.95,11.89,11.88,11.88,7.32,8.55,9.38,9.83,10.28,10.68,,,,,,,305.84,305.34,304.18,303.11,303.17,303.67,308.51,308.79,310.59,309,308.6,308.69,309.67,309.17,308.02,306.94,307,307.5,126.35,126.54,126.48,126.32,126.17,126.05,1016.86,1020.14,1021.68,1018.04,1017.37,1018.37,69.59,77.51,83.05,82.73,83.57,85.4,305.93,305.29,303.61,301.71,300.24,299.83,961.38,958.5,954.13,949.81,945.88,943,,,,,,,,,,,,
1/13/2012,,,,,,,100.44,100.65,100.89,101.14,101.35,101.44,111.93,111.75,111.52,111.29,110.99,110.67,,,,,,,,,,,,,3.8,5.2,5.2,5.7,6.2,6.4,,,,,,,,,,,,,6.63,8.33,11.36,11.32,11.32,11.32,9.33,10.73,10.73,11.23,11.73,11.93,,,,,,,309.56,309.14,307.02,306.38,306.91,307.45,312.39,312.28,313.17,312,312.03,312.37,315.09,314.68,312.55,311.91,312.44,312.99,128.75,128.88,128.82,128.68,128.53,128.4,1036.95,1040.36,1042.47,1039.27,1037.86,1038.27,72.58,79.35,85.09,85.09,85.09,86.21,306.41,305.76,303.94,301.82,300.68,300.71,965.5,965.85,962.95,959.2,955.55,953.2,,,,,,,,,,,,
1/20/2012,,,,,,,100.04,100.12,100.39,100.7,100.96,101.09,110.96,110.9,110.75,110.55,110.33,110.03,,,,,,,,,,,,,4.01,5.28,4.82,5.33,5.83,6.23,,,,,,,,,,,,,5.31,6.84,10.33,10.31,10.32,10.31,9.72,10.99,10.53,11.03,11.53,11.93,,,,,,,306.43,306.39,304.32,304.09,304.96,305.89,307.73,307.95,309.83,309.08,309.45,309.98,312.14,312.1,310.02,309.8,310.67,311.59,126.49,126.83,126.88,126.82,126.72,126.73,1018.85,1020.74,1024.49,1023.31,1023.79,1025.43,71.78,74.38,80.32,81.21,82.21,83.67,301.88,301.58,300.35,298.81,298.09,298.44,946.2,947.1,945.65,943.05,941.45,941.5,,,,,,,,,,,,
1/27/2012,,,,,,,99.44,99.77,100.13,100.43,100.64,100.72,110.53,110.38,110.27,110.13,109.93,109.63,,,,,,,,,,,,,3.7,4.73,4.55,5.05,5.55,6.35,,,,,,,,,,,,,3.92,6.29,10.02,9.98,9.98,9.98,8.63,9.66,9.48,9.98,10.48,11.28,,,,,,,306.36,305.46,303.29,302.55,303.03,304.19,306.58,307.02,308.77,307.48,307.46,307.82,311.29,310.39,308.22,307.48,307.96,309.12,126.29,126.59,126.62,126.5,126.38,126.37,1018,1020.01,1023.97,1021.37,1020.52,1022.44,72.93,75.45,81.9,81.9,81.9,83.66,303.54,302.66,300.73,298.74,297.5,297.48,943.9,945.65,944.05,941,938.75,938.55,,,,,,,,,,,,
2/3/2012,,,,,,,97.81,98.19,98.61,99,99.3,99.5,111.99,111.66,111.42,111.18,110.9,110.55,,,,,,,,,,,,,2.75,2.95,3.45,3.95,4.9,5,,,,,,,,,,,,,4.87,7.67,9.1,9.08,8.85,8.85,7.02,7.22,7.72,8.22,9.17,9.27,,,,,,,307.62,305.79,304.77,304.61,305.56,305.98,309.74,310.51,310.42,309.74,309.51,309.83,311.89,310.06,309.04,308.88,309.83,310.25,127.19,127.27,127.22,127.15,127.06,126.98,1023.19,1024.51,1027.22,1025.83,1025.34,1026.02,70.24,74.31,80.52,81.57,82.03,83.08,306.55,304.87,302.84,301.32,300.66,300.66,952.9,953.95,951.25,947.3,944.2,943.15,,,,,,,,,,,,
2/10/2012,,,,,,,98.51,98.92,99.53,100.17,100.74,101.14,117.05,116.57,116.2,115.87,115.49,115.06,,,,,,,44.21,44.21,44.21,44.21,44.21,44.21,2.1,2.77,3.22,3.85,4.8,4.5,,,,,,,,,,,,,6.24,9.16,9.11,9.1,8.12,8.13,5.23,5.89,6.35,6.97,7.93,7.63,1035.42,1030.46,1025.79,1023.46,1022.59,1021.92,318.18,316.29,315.08,315.38,316.42,316.52,322.32,322.68,320.97,320.64,319.74,320.15,321.31,319.41,318.2,318.51,319.55,319.65,131.43,131.49,131.48,131.4,131.3,131.24,1057.33,1059.44,1061.28,1058.91,1059.43,1058.7,67.48,74.54,81.04,81.04,82.48,82.48,318.83,316.08,313.52,311.86,311.54,311.62,994,993.3,988.25,983.1,978.9,977.35,,,,,,,,,,,,
2/17/2012,,,,,,,101.8,102.15,102.66,103.2,103.67,103.94,118.94,118.19,117.57,117.04,116.52,115.92,,,,,,,43.24,44.18,45.71,45.71,46.15,46.15,2.25,3.06,3.57,3.92,5,4.5,,,,,,,,,,,,,6.73,9.41,9.38,9.38,8.33,8.34,4.76,5.57,6.08,6.43,7.51,7.01,1040.78,1037.42,1034.79,1032.94,1032.98,1032.46,318.83,317.98,317.5,318.01,319.45,319.4,323.31,324.33,323.31,323.47,322.78,323.25,321.34,320.49,320.01,320.52,321.96,321.91,132.24,132.32,132.38,132.41,132.37,132.35,1063.28,1065.37,1067.74,1065.89,1068.01,1067.49,65.74,72.13,78.66,78.66,81.18,81.18,318.3,316.58,314.92,313.93,314.09,314.45,1000.2,996.3,991.6,987.9,986.9,986.8,,,,,,,,,,,,
2/24/2012,,,,,,,107.43,107.87,108.32,108.63,108.73,108.68,122.74,121.81,121.14,120.56,119.93,119.18,,,,,,,32.46,35.43,40.42,40.42,42.33,42.33,2.81,3.44,3.96,4.36,5.33,4.82,,,,,,,,,,,,,9.45,10.26,10.09,10.1,8.83,8.83,6.5,7.13,7.65,8.06,9.02,8.52,1054.18,1054.87,1056.91,1055.63,1057.09,1056.31,328.93,328.28,327.94,328.53,329.75,329.57,335.58,335.1,334.07,334.27,333.26,333.58,332.63,331.97,331.63,332.23,333.45,333.27,135.76,135.78,135.86,135.88,135.87,135.78,1088.87,1089.3,1094.11,1092.45,1094.59,1094.06,68.03,70.75,78.49,78.1,80.64,80.85,328.06,327.57,326.34,325.51,325.68,325.88,1022.4,1021.4,1018.4,1015.6,1015,1014.65,61.44,65.38,71.28,71.28,73.48,73.48,,,,,,
3/2/2012,,,,,,,107.54,108,108.44,108.73,108.78,108.7,123.65,122.6,121.92,121.31,120.65,119.87,,,,,,,49.48,52.38,55.57,56.67,56.83,56.83,3.29,3.7,4.2,4.9,5.3,4.8,,,,,,,,,,,,,11.15,10.55,10.7,9.75,8.65,8.66,6.61,7.02,7.52,8.22,8.62,8.12,1066.52,1069.77,1072.55,1073.5,1073.33,1072.28,327.07,327.06,327.53,328.72,329.57,329.51,334.92,333.91,334.03,333.57,332.92,333.37,330.38,330.38,330.85,332.04,332.89,332.83,135.48,135.66,135.83,135.91,135.89,135.79,1087.52,1090.77,1093.55,1094.5,1094.33,1093.28,70.48,73.38,76.57,77.67,77.83,77.83,323.51,323.78,323.36,323.33,323.82,324.27,1015.45,1016.8,1017,1016.45,1016.75,1016.65,63.48,66.38,69.57,70.67,70.83,70.83,1076.89,1080.35,1083.46,1084.16,1083.98,1082.88
3/9/2012,,,,,,,106.31,106.79,107.29,107.68,107.92,108.02,124.26,123.64,123.12,122.59,121.99,121.27,,,,,,,51.14,53.47,55.26,56.08,56.08,56.08,2.6,2.95,3.3,4.6,4.1,3.6,,,,,,,,,,,,,12.88,11.71,12.46,9.71,9.73,9.75,5.17,5.52,5.87,7.17,6.67,6.17,1074.11,1077.58,1080.18,1081.75,1081.81,1080.84,326.48,327.47,328.58,330.65,330.87,331.05,336.76,336.24,337.74,335.76,336.5,337.21,329.05,330.05,331.16,333.22,333.44,333.63,136.54,136.81,137,137.08,137.08,137,1095.11,1098.58,1101.18,1102.75,1102.81,1101.84,72.14,74.47,76.26,77.08,77.08,77.08,323.17,323.88,324.52,325.28,326.05,326.77,1018.65,1021.8,1023.6,1024.35,1025.2,1025.9,65.14,67.47,69.26,70.08,70.08,70.08,1088.11,1091.58,1094.18,1095.75,1095.81,1094.84
